;;Winner Rank Points;prev_rank;perc;;;
2020;Anja Wildgruber;140;13;976.92%;;;
2020;Ankita Raina;5670;9519;-40.43%;;;
2020;Ann Li;6628;5989;10.67%;;;
2020;Anna Blinkova;5178;26478;-80.44%;;;
2020;Anna Bondar;2340;5784;-59.54%;;;
2020;Anna Borovinskaya;0;(null);(null);;;
2020;Anna Brogan;0;(null);(null);;;
2020;Anna Clarice Patrimonio;0;(null);(null);;;
2020;Anna Danilina;1391;3317;-58.06%;;;
2020;Anna Davydova;0;0;(null);;;
2020;Anna Gabric;59;28;110.71%;;;
2020;Anna Kalinskaya;1192;5075;-76.51%;;;
2020;Anna Karolina Schmiedlova;5038;7410;-32.01%;;;
2020;Anna Klasen;36;57;-36.84%;;;
2020;Anna Kubareva;1311;453;189.40%;;;
2020;Anna Lena Friedsam;4039;4168;-3.10%;;;
2020;Anna Martemyanova;0;0;(null);;;
2020;Anna Morgina;832;1604;-48.13%;;;
2020;Anna Ozerova;0;0;(null);;;
2020;Anna Parkhomenko;0;0;(null);;;
2020;Anna Siskova;1902;764;148.95%;;;
2020;Anna Ukolova;346;195;77.44%;;;
2020;Anna Ulyashchenko;0;(null);(null);;;
2020;Anna Ureke;204;341;-40.18%;;;
2020;Anna Zaja;875;2633;-66.77%;;;
2020;Anne Sophie Morandais;8;22;-63.64%;;;
2020;Annick Melgers;30;19;57.89%;;;
2020;Anouk Koevermans;0;0;(null);;;
2020;Anri Nagata;21;5;320.00%;;;
2020;Antoine Escoffier;532;621;-14.33%;;;
2020;Antoine Hoang;8584;14608;-41.24%;;;
2020;Antonia Lottner;758;7820;-90.31%;;;
2020;Antonia Ruzic;24;0;(null);;;
2020;Antonia Samudio;13;28;-53.57%;;;
2020;Antonia Schmidt;0;(null);(null);;;
2020;Aqeel Khan;0;(null);(null);;;
2020;Arantxa Rus;12932;38354;-66.28%;;;
2020;Ariadna Briones Ginesta;0;(null);(null);;;
2020;Arianna Zucchini;0;(null);(null);;;
2020;Arianne Hartono;1195;472;153.18%;;;
2020;Arina Atyushova;0;(null);(null);;;
2020;Arina Gabriela Vasilescu;169;74;128.38%;;;
2020;Arina Rodionova;2305;7742;-70.23%;;;
2020;Arina Solomatina;0;0;(null);;;
2020;Arisha Ladhani;9;0;(null);;;
2020;Arlinda Rushiti;468;294;59.18%;;;
2020;Artem Dubrivnyy;84;340;-75.29%;;;
2020;Arthur Cazaux;11;(null);(null);;;
2020;Arthur De Greef;761;3565;-78.65%;;;
2020;Arthur Rinderknech;4878;464;951.29%;;;
2020;Aryna Sabalenka;82090;78455;4.63%;;;
2020;Ashleigh Barty;25101;129778;-80.66%;;;
2020;Asia Muhammed;3090;5706;-45.85%;;;
2020;Aslan Karatsev;12448;1382;800.72%;;;
2020;Astra Sharma;3098;11189;-72.31%;;;
2020;Athina Pitta;0;(null);(null);;;
2020;Attila Balazs;8148;7671;6.22%;;;
2020;Aubane Droguet;192;55;249.09%;;;
2020;Audrey Albie;1099;2403;-54.27%;;;
2020;Aurora Zantedeschi;187;194;-3.61%;;;
2020;Axana Mareen;0;0;(null);;;
2020;Aya El Aouni;0;(null);(null);;;
2020;Aya El Sayed;19;24;-20.83%;;;
2020;Ayaka Okuno;102;271;-62.36%;;;
2020;Ayano Shimizu;1386;3751;-63.05%;;;
2020;Ayla Aksu;12;26;-53.85%;;;
2020;Ayumi Hirata;0;(null);(null);;;
2020;Ayumi Koshiishi;221;210;5.24%;;;
2020;Aziz Dougaz;595;76;682.89%;;;
2020;Baptiste Crepatte;297;1127;-73.65%;;;
2020;Barbara Gatica;1660;1355;22.51%;;;
2020;Barbara Haas;1349;15828;-91.48%;;;
2020;Barbora Krejcikova;13533;9464;42.99%;;;
2020;Barbora Matusova;265;227;16.74%;;;
2020;Barbora Miklova;53;258;-79.46%;;;
2020;Barbora Zahlavova Strycova;7450;14450;-48.44%;;;
2020;Beatris Spasova;0;(null);(null);;;
2020;Beatriz Haddad Maia;1590;4390;-63.78%;;;
2020;Belinda Bencic;21705;61961;-64.97%;;;
2020;Belinda Woolcock;124;2226;-94.43%;;;
2020;Benjamin Bonzi;4000;1523;162.64%;;;
2020;Benjamin Hassan;218;2077;-89.50%;;;
2020;Benjamin Lock;828;7;11728.57%;;;
2020;Benoit Paire;16385;43506;-62.34%;;;
2020;Bente Spee;0;(null);(null);;;
2020;Berfu Cengiz;1139;1045;9.00%;;;
2020;Bernabe Zapata Miralles;6185;7770;-20.40%;;;
2020;Bernard Tomic;757;7942;-90.47%;;;
2020;Bernarda Pera;4799;22261;-78.44%;;;
2020;Bethanie Mattek Sands;488;398;22.61%;;;
2020;Beyda Baykal;0;(null);(null);;;
2020;Bianca Jolie Fernandez;8;0;(null);;;
2020;Bianca Turati;688;2108;-67.36%;;;
2020;Bibiane Schoofs;3094;9582;-67.71%;;;
2020;Billur Gonlusen;0;(null);(null);;;
2020;Bjorn Fratangelo;845;8845;-90.45%;;;
2020;Blaise Bicknell;3;(null);(null);;;
2020;Blake Mott;193;174;10.92%;;;
2020;Blanca Cortijo Parreno;0;0;(null);;;
2020;Blaz Kavcic;1526;2243;-31.97%;;;
2020;Blaz Rola;3873;11965;-67.63%;;;
2020;Bo Luttikhuis;0;(null);(null);;;
2020;Bojana Klincov;23;128;-82.03%;;;
2020;Bojana Marinkovic;146;441;-66.89%;;;
2020;Borna Coric;24105;64450;-62.60%;;;
2020;Borna Gojo;4138;2933;41.08%;;;
2020;Botic van de Zandschulp;6383;2764;130.93%;;;
2020;Bradley Klahn;3392;14241;-76.18%;;;
2020;Brandon Nakashima;5049;708;613.14%;;;
2020;Brayden Schnur;1693;15894;-89.35%;;;
2020;Briana Szabo;0;(null);(null);;;
2020;Brittany Collens;0;(null);(null);;;
2020;Bruna Casasampere Escoda;0;(null);(null);;;
2020;Brydan Klein;91;752;-87.90%;;;
2020;Cagla Buyukakcay;3296;11444;-71.20%;;;
2020;Caijsa Wilda Hennemann;139;72;93.06%;;;
2020;Caitlyn Portela;0;0;(null);;;
2020;Calum Puttergill;61;(null);(null);;;
2020;Calvin Hemery;78;763;-89.78%;;;
2020;Cameron Norrie;11666;25094;-53.51%;;;
2020;Camila Giorgi;9968;6104;63.30%;;;
2020;Camilla Rosatello;817;1423;-42.59%;;;
2020;Camilo Ugo Carabelli;652;479;36.12%;;;
2020;Carl Roothman;0;(null);(null);;;
2020;Carla Suarez Navarro;4906;19562;-74.92%;;;
2020;Carlos Alcaraz Garfia;5910;175;3277.14%;;;
2020;Carlos Gimeno Valero;487;(null);(null);;;
2020;Carlos Gomez Herrera;692;671;3.13%;;;
2020;Carlos Lopez Montagud;24;(null);(null);;;
2020;Carlos Taberner;6672;6509;2.50%;;;
2020;Carlota Martinez Cirez;59;12;391.67%;;;
2020;Carmen Gallardo Guevara;0;0;(null);;;
2020;Carmen Schultheiss;22;71;-69.01%;;;
2020;Carole Monnet;2345;537;336.69%;;;
2020;Carolina Meligeni Rodrigues Alves;2981;3001;-0.67%;;;
2020;Caroline Dolehide;3720;3617;2.85%;;;
2020;Caroline Garcia;8705;42652;-79.59%;;;
2020;Caroline Romeo;148;420;-64.76%;;;
2020;Caroline Uebelhoer;325;1107;-70.64%;;;
2020;Caroline Vernet;0;(null);(null);;;
2020;Caroline Wozniacki;4059;20272;-79.98%;;;
2020;Casper Ruud;28513;30410;-6.24%;;;
2020;Catherine Aulia;0;(null);(null);;;
2020;Catherine Cartan Bellis;4572;0;(null);;;
2020;Catherine Harrison;1011;3814;-73.49%;;;
2020;Caty Mcnally;3291;3069;7.23%;;;
2020;Cedrik Marcel Stebe;7229;2996;141.29%;;;
2020;Celia Belle Mohr;0;0;(null);;;
2020;Celia Cervino Ruiz;195;76;156.58%;;;
2020;Cem Ilkel;2179;4301;-49.34%;;;
2020;Cezar Cretu;7;(null);(null);;;
2020;Chanel Simmonds;1498;3503;-57.24%;;;
2020;Chantal Sauvant;0;(null);(null);;;
2020;Chantal Skamlova;564;741;-23.89%;;;
2020;Charlotte Kempenaers Pocz;0;0;(null);;;
2020;Charlotte Robillard Millette;0;(null);(null);;;
2020;Chi Chi Scholl;261;1658;-84.26%;;;
2020;Chiara Bordo;0;0;(null);;;
2020;Chiara Catini;9;0;(null);;;
2020;Chiara Di Tommaso;0;(null);(null);;;
2020;Chiara Girelli;0;(null);(null);;;
2020;Chihiro Muramatsu;3308;4073;-18.78%;;;
2020;Chiraz Bechri;123;135;-8.89%;;;
2020;Chisa Hosonuma;14;16;-12.50%;;;
2020;Chloe Paquet;1388;7741;-82.07%;;;
2020;Chompoothip Jandakate;41;243;-83.13%;;;
2020;Christian Harrison;80;964;-91.70%;;;
2020;Christian Lindell;386;564;-31.56%;;;
2020;Christina Mchale;5392;11673;-53.81%;;;
2020;Christopher Eubanks;2386;6325;-62.28%;;;
2020;Christopher O'Connell;5979;7498;-20.26%;;;
2020;Christopher Rungkat;0;(null);(null);;;
2020;Chun Hsin Tseng;1908;1548;23.26%;;;
2020;Cindy Burger;1357;1644;-17.46%;;;
2020;Claire Liu;2724;2978;-8.53%;;;
2020;Clara Burel;1252;72;1638.89%;;;
2020;Clara Tauson;6881;1928;256.90%;;;
2020;Clara Vlasselaer;30;0;(null);;;
2020;Clarine Lerby;0;(null);(null);;;
2020;Claudia De Las Heras Armenteras;0;(null);(null);;;
2020;Claudia Giovine;249;1203;-79.30%;;;
2020;Claudia Hoste Ferrer;90;507;-82.25%;;;
2020;Clothilde De Bernardi;0;0;(null);;;
2020;Coco Vandeweghe;798;1424;-43.96%;;;
2020;Collin Altamirano;187;2101;-91.10%;;;
2020;Conny Perrin;2155;10697;-79.85%;;;
2020;Constant Lestienne;1359;6257;-78.28%;;;
2020;Corentin Denolly;488;575;-15.13%;;;
2020;Corentin Moutet;10086;17530;-42.46%;;;
2020;Cori Gauff;9184;4740;93.76%;;;
2020;Corina Mader;3;0;(null);;;
2020;Corinna Dentoni;126;851;-85.19%;;;
2020;Cornelia Lister;18;80;-77.50%;;;
2020;Cristian Garin;30265;31515;-3.97%;;;
2020;Cristian Rodriguez;63;40;57.50%;;;
2020;Cristiana Ferrando;129;1681;-92.33%;;;
2020;Cristina Andreea Mitu;132;149;-11.41%;;;
2020;Cristina Bucsa;5230;7529;-30.54%;;;
2020;Cristina Dinu;392;960;-59.17%;;;
2020;Cristina Pescucci;0;(null);(null);;;
2020;Cyan Sun;0;(null);(null);;;
2020;Dalayna Hewitt;22;61;-63.93%;;;
2020;Dalia Sherif;0;(null);(null);;;
2020;Dalila Jakupovic;516;6751;-92.36%;;;
2020;Dalila Spiteri;869;267;225.47%;;;
2020;Dalma Galfi;2991;4997;-40.14%;;;
2020;Damir Dzumhur;9856;23396;-57.87%;;;
2020;Dan Added;95;7;1257.14%;;;
2020;Dane Sweeny;35;9;288.89%;;;
2020;Daniel Altmaier;6140;929;560.93%;;;
2020;Daniel Cukierman;16;(null);(null);;;
2020;Daniel Elahi Galan;11622;6981;66.48%;;;
2020;Daniel Evans;24890;35236;-29.36%;;;
2020;Daniel Masur;2558;4996;-48.80%;;;
2020;Daniel Michalski;146;84;73.81%;;;
2020;Daniela Glanzer;0;(null);(null);;;
2020;Daniela Seguel;2982;4609;-35.30%;;;
2020;Daniela Vismane;1134;661;71.56%;;;
2020;Daniella Dimitrova;0;0;(null);;;
2020;Danielle Daley;0;(null);(null);;;
2020;Danielle Lao;296;6924;-95.73%;;;
2020;Danielle Rose Collins;7592;15561;-51.21%;;;
2020;Daniil Glinka;11;(null);(null);;;
2020;Daniil Medvedev;170240;172465;-1.29%;;;
2020;Danilo Petrovic;3960;4911;-19.36%;;;
2020;Danka Kovinic;3292;17782;-81.49%;;;
2020;Daria Gavrilova;26;4007;-99.35%;;;
2020;Daria Krasnova;62;19;226.32%;;;
2020;Daria Kruzhkova;114;954;-88.05%;;;
2020;Daria Kudashova;290;225;28.89%;;;
2020;Daria Mironova;2276;1631;39.55%;;;
2020;Daria Snigur;1341;1069;25.44%;;;
2020;Daria Solovyeva;0;(null);(null);;;
2020;Darian King;257;7055;-96.36%;;;
2020;Darja Semenistaja;36;0;(null);;;
2020;Darja Vidmanova;51;(null);(null);;;
2020;Darya Astakhova;1055;347;204.03%;;;
2020;Darya Kasatkina;10387;18190;-42.90%;;;
2020;Dasha Ivanova;1288;1537;-16.20%;;;
2020;Dasha Lopatetskaya;838;1309;-35.98%;;;
2020;David Agung Susanto;3;(null);(null);;;
2020;David Goffin;30045;66065;-54.52%;;;
2020;David Pichler;63;(null);(null);;;
2020;Dayana Yastremska;12595;36187;-65.19%;;;
2020;Dayne Kelly;212;133;59.40%;;;
2020;Dea Herdzelas;600;1092;-45.05%;;;
2020;Dejana Radanovic;1724;4571;-62.28%;;;
2020;Delien Kleinhans;0;(null);(null);;;
2020;Demi Tran;0;0;(null);;;
2020;Denis Istomin;3637;10162;-64.21%;;;
2020;Denis Kudla;9192;11072;-16.98%;;;
2020;Denis Shapovalov;38875;56225;-30.86%;;;
2020;Denis Yevseyev;307;1602;-80.84%;;;
2020;Denisa Hindova;30;0;(null);;;
2020;Deniz Khazaniuk;474;3167;-85.03%;;;
2020;Deniz Paykoc;0;0;(null);;;
2020;Dennis Novak;8533;15527;-45.04%;;;
2020;Dennis Novikov;30;783;-96.17%;;;
2020;Despina Papamichail;665;4800;-86.15%;;;
2020;Destanee Aiava;2781;4978;-44.13%;;;
2020;Di Wu;378;1314;-71.23%;;;
2020;Dia Evtimova;242;409;-40.83%;;;
2020;Diana Chehoudi;22;73;-69.86%;;;
2020;Diana Demidova;96;61;57.38%;;;
2020;Diana Krasnova;0;0;(null);;;
2020;Diana Marcinkevica;661;7057;-90.63%;;;
2020;Diana Martynov;9;21;-57.14%;;;
2020;Diana Shnaider;0;(null);(null);;;
2020;Diane Parry;2477;230;976.96%;;;
2020;Diego Hidalgo;199;454;-56.17%;;;
2020;Diego Schwartzman;62050;69935;-11.27%;;;
2020;Dilara Okur;0;(null);(null);;;
2020;Dimitar Kuzmanov;1362;1001;36.06%;;;
2020;Dimitra Pavlou;0;(null);(null);;;
2020;Dmitry Popko;8592;3727;130.53%;;;
2020;Doga Turkmen;0;0;(null);;;
2020;Dominic Thiem;187325;225875;-17.07%;;;
2020;Dominik Koepfer;11201;12180;-8.04%;;;
2020;Dominique Schaefer;36;179;-79.89%;;;
2020;Donald Young;586;4594;-87.24%;;;
2020;Donna Vekic;3815;40390;-90.55%;;;
2020;Dora Olgungul;0;(null);(null);;;
2020;Dorka Drahota Szabo;270;54;400.00%;;;
2020;Draginja Vukovic;45;157;-71.34%;;;
2020;Dragos Nicolae Madaras;21;(null);(null);;;
2020;Duck Hee Lee;413;5301;-92.21%;;;
2020;Duje Ajdukovic;849;(null);(null);;;
2020;Duru Soke;0;(null);(null);;;
2020;Dusan Lajovic;21598;23171;-6.79%;;;
2020;Dustin Brown;1017;5300;-80.81%;;;
2020;Edan Leshem;496;589;-15.79%;;;
2020;Eduarda Piai;241;212;13.68%;;;
2020;Eduardo Ribeiro;5;(null);(null);;;
2020;Egor Gerasimov;12990;17355;-25.15%;;;
2020;Ekaterina Alexandrova;28050;33238;-15.61%;;;
2020;Ekaterina Kazionova;654;1096;-40.33%;;;
2020;Ekaterina Makarova;0;(null);(null);;;
2020;Ekaterina Ovcharenko;12;0;(null);;;
2020;Ekaterina Reyngold;20;27;-25.93%;;;
2020;Ekaterina Shalimova;73;276;-73.55%;;;
2020;Ekaterina Vishnevskaya;81;51;58.82%;;;
2020;Ekaterina Yashina;99;1414;-93.00%;;;
2020;Ekaterine Gorgodze;2301;10211;-77.47%;;;
2020;Eleana Yu;12;0;(null);;;
2020;Elena Gabriela Ruse;4492;5569;-19.34%;;;
2020;Elena Jamshidi;7;3;133.33%;;;
2020;Elena Malygina;733;517;41.78%;;;
2020;Elena Milovanovic;34;21;61.90%;;;
2020;Elena Rybakina;47069;24215;94.38%;;;
2020;Elena Teodora Cadar;89;124;-28.23%;;;
2020;Eleonora Molinaro;3210;2456;30.70%;;;
2020;Eleonore Tchakarova;0;0;(null);;;
2020;Elias Ymer;2746;14025;-80.42%;;;
2020;Eliessa Vanlangendonck;282;310;-9.03%;;;
2020;Elina Avanesyan;532;190;180.00%;;;
2020;Elina Nepliy;0;0;(null);;;
2020;Elina Svitolina;79405;88769;-10.55%;;;
2020;Elisa Andrea Camerano;4;0;(null);;;
2020;Elisabetta Cocciaretto;6044;2968;103.64%;;;
2020;Elise Mertens;45580;45490;0.20%;;;
2020;Elitsa Kostova;603;10943;-94.49%;;;
2020;Eliz Maloney;14;27;-48.15%;;;
2020;Elizabet Hamaliy;6;0;(null);;;
2020;Elizabeth Jurna;0;(null);(null);;;
2020;Elizabeth Mandlik;141;96;46.88%;;;
2020;Ellen Perez;1213;3841;-68.42%;;;
2020;Ellie Halbauer;523;1944;-73.10%;;;
2020;Elliot Benchetrit;1227;4338;-71.72%;;;
2020;Elmar Ejupovic;114;(null);(null);;;
2020;Eloise De Mooij;0;(null);(null);;;
2020;Elsa Jacquemot;162;3;5300.00%;;;
2020;Elvina Kalieva;12;7;71.43%;;;
2020;Elyse Lavender;0;(null);(null);;;
2020;Elysia Bolton;212;37;472.97%;;;
2020;Elza Tomase;0;(null);(null);;;
2020;Ema Vasic;6;20;-70.00%;;;
2020;Emeline Dartron;113;34;232.35%;;;
2020;Emerald Able;5;0;(null);;;
2020;Emil Ruusuvuori;15876;8311;91.02%;;;
2020;Emiliana Arango;384;222;72.97%;;;
2020;Emilie Lindh Gallagher;215;346;-37.86%;;;
2020;Emilio Gomez;4352;8728;-50.14%;;;
2020;Emily Appleton;293;231;26.84%;;;
2020;Emily Burns;0;(null);(null);;;
2020;Emily De Oliveira;0;(null);(null);;;
2020;Emily Fanning;245;324;-24.38%;;;
2020;Emily Seibold;12;57;-78.95%;;;
2020;Emily Welker;0;0;(null);;;
2020;Emina Bektas;104;1618;-93.57%;;;
2020;Emma Davis;91;0;(null);;;
2020;Emma Lene;27;102;-73.53%;;;
2020;Emma Navarro;78;251;-68.92%;;;
2020;Emma Raducanu;496;435;14.02%;;;
2020;En Shuo Liang;1304;3215;-59.44%;;;
2020;Ena Babic;0;(null);(null);;;
2020;Ena Kajevic;7;80;-91.25%;;;
2020;Enola Chiesa;9;3;200.00%;;;
2020;Enzo Couacaud;3333;6783;-50.86%;;;
2020;Epiphany B Turner;0;0;(null);;;
2020;Erdenesuren Erdenebat;0;(null);(null);;;
2020;Ergi Kirkin;222;94;136.17%;;;
2020;Eri Hozumi;147;2821;-94.79%;;;
2020;Eri Shimizu;65;0;(null);;;
2020;Erika Andreeva;116;(null);(null);;;
2020;Erika Sema;436;1725;-74.72%;;;
2020;Erin Routliffe;70;13;438.46%;;;
2020;Erina Hayashi;491;627;-21.69%;;;
2020;Ernesto Escobedo;2163;4706;-54.04%;;;
2020;Ernests Gulbis;4079;3524;15.75%;;;
2020;Estela Perez Somarriba;107;0;(null);;;
2020;Estelle Cascino;88;1213;-92.75%;;;
2020;Eszter Meri;0;(null);(null);;;
2020;Eudice Wong Chong;242;903;-73.20%;;;
2020;Eugenia Ganga;108;285;-62.11%;;;
2020;Eugenie Bouchard;2862;2758;3.77%;;;
2020;Eva Garkusha;14;(null);(null);;;
2020;Eva Guerrero Alvarez;1298;5774;-77.52%;;;
2020;Eva Lys;0;0;(null);;;
2020;Eva Martinez Regalado;0;0;(null);;;
2020;Eva Shaw;0;(null);(null);;;
2020;Eva Vedder;564;302;86.75%;;;
2020;Evan Furness;118;101;16.83%;;;
2020;Evan King;376;2245;-83.25%;;;
2020;Evan Song;112;876;-87.21%;;;
2020;Evgeniya Burdina;80;48;66.67%;;;
2020;Evgeny Donskoy;4023;14526;-72.30%;;;
2020;Evgeny Karlovskiy;1755;4262;-58.82%;;;
2020;Fabien Reboul;113;452;-75.00%;;;
2020;Fabio Fognini;11620;74360;-84.37%;;;
2020;Fabrizio Ornago;172;98;75.51%;;;
2020;Facundo Bagnis;10366;16196;-36.00%;;;
2020;Facundo Diaz Acosta;59;208;-71.63%;;;
2020;Facundo Mena;688;3000;-77.07%;;;
2020;Fajing Sun;101;377;-73.21%;;;
2020;Fang Ying Xun;3003;8318;-63.90%;;;
2020;Fangran Tian;0;(null);(null);;;
2020;Fanny Ostlund;384;1037;-62.97%;;;
2020;Fanny Stollar;508;1646;-69.14%;;;
2020;Federica Arcidiacono;146;339;-56.93%;;;
2020;Federica Di Sarra;2453;1876;30.76%;;;
2020;Federica Prati;50;246;-79.67%;;;
2020;Federica Rossi;92;(null);(null);;;
2020;Federico Coria;11597;14618;-20.67%;;;
2020;Federico Delbonis;12446;21723;-42.71%;;;
2020;Federico Gaio;6979;12120;-42.42%;;;
2020;Feliciano Lopez;6431;14740;-56.37%;;;
2020;Felipe Meligeni Rodrigues Alves;2484;462;437.66%;;;
2020;Felix Auger Aliassime;42213;42470;-0.61%;;;
2020;Felix Corwin;82;115;-28.70%;;;
2020;Ferdaous Bahri;0;0;(null);;;
2020;Fernanda Contreras Gomez;258;450;-42.67%;;;
2020;Fernando Verdasco;6060;31735;-80.90%;;;
2020;Feryel Ben Hassen;0;(null);(null);;;
2020;Filip Cristian Jianu;92;322;-71.43%;;;
2020;Filip Horansky;4579;9498;-51.79%;;;
2020;Filip Krajinovic;20638;33560;-38.50%;;;
2020;Filip Peliwo;255;3338;-92.36%;;;
2020;Filippo Baldi;1572;7518;-79.09%;;;
2020;Finn Tearney;9;(null);(null);;;
2020;Fiona Ferro;11970;19478;-38.55%;;;
2020;Fiona Ganz;182;223;-18.39%;;;
2020;Flavie Brugnone;0;(null);(null);;;
2020;Frances Tiafoe;15520;23485;-33.92%;;;
2020;Francesca Curmi;0;(null);(null);;;
2020;Francesca Di Lorenzo;3140;8934;-64.85%;;;
2020;Francesca Jones;3587;1079;232.44%;;;
2020;Francesca Rumi;0;(null);(null);;;
2020;Francesco Forti;88;0;(null);;;
2020;Francesco Passaro;10;(null);(null);;;
2020;Francisca Jorge;857;894;-4.14%;;;
2020;Francisco Cerundolo;7221;2506;188.15%;;;
2020;Francoise Abanda;1154;2616;-55.89%;;;
2020;Franziska Sziedat;18;70;-74.29%;;;
2020;Frederico Ferreira Silva;4903;4485;9.32%;;;
2020;Frederik Nielsen;0;13;-100.00%;;;
2020;Funa Kozaki;64;123;-47.97%;;;
2020;Gabriela Ce;512;5102;-89.96%;;;
2020;Gabriela Dabrowski;81;594;-86.36%;;;
2020;Gabriela Duca;45;70;-35.71%;;;
2020;Gabriela Talaba;3871;3787;2.22%;;;
2020;Gabriella Da Silva Fick;66;268;-75.37%;;;
2020;Gabriella Mujan;6;8;-25.00%;;;
2020;Gabriella Price;27;22;22.73%;;;
2020;Gabriella Taylor;559;2107;-73.47%;;;
2020;Gael Monfils;43905;66370;-33.85%;;;
2020;Gaelle Desperrier;69;0;(null);;;
2020;Gage Brymer;135;55;145.45%;;;
2020;Gala Arangio;0;(null);(null);;;
2020;Ganna Poznikhirenko;830;2204;-62.34%;;;
2020;Garbine Muguruza;25822;32970;-21.68%;;;
2020;Garrett Johns;6;0;(null);;;
2020;Gastao Elias;157;1600;-90.19%;;;
2020;Gebriela Mihaylova;26;71;-63.38%;;;
2020;Gemma Lairon Navarro;43;55;-21.82%;;;
2020;Genaro Alberto Olivieri;261;188;38.83%;;;
2020;Geoffrey Blancaneaux;1642;1015;61.77%;;;
2020;Georgia Andreea Craciun;1124;1680;-33.10%;;;
2020;Georgina Garcia Perez;4852;7872;-38.36%;;;
2020;Gerardo Lopez Villasenor;165;27;511.11%;;;
2020;Gergana Topalova;1332;680;95.88%;;;
2020;Gian Marco Moroni;1807;4726;-61.76%;;;
2020;Gianluca Mager;5026;15886;-68.36%;;;
2020;Gilbert Soares Klier Junior;48;(null);(null);;;
2020;Gilles Simon;14300;32390;-55.85%;;;
2020;Giovanni Mpetshi Perricard;2;(null);(null);;;
2020;Giulia Crescenzi;87;130;-33.08%;;;
2020;Giulia Gatto Monticone;3269;11818;-72.34%;;;
2020;Giulia Morlet;12;0;(null);;;
2020;Giuliana Bestetti;0;0;(null);;;
2020;Giuliana Olmos;210;2082;-89.91%;;;
2020;Giulio Zeppieri;904;473;91.12%;;;
2020;Gloria Ceschi;40;6;566.67%;;;
2020;Go Soeda;2913;12729;-77.12%;;;
2020;Goncalo Oliveira;783;3598;-78.24%;;;
2020;Gonzalo Escobar;80;2195;-96.36%;;;
2020;Gonzalo Lama;65;13;400.00%;;;
2020;Gonzalo Villanueva;90;379;-76.25%;;;
2020;Gozal Ainitdinova;1506;1345;11.97%;;;
2020;Gozde Turhan;0;(null);(null);;;
2020;Grace Min;1863;2790;-33.23%;;;
2020;Grace Schumacher;0;(null);(null);;;
2020;Greetje Minnen;5654;10154;-44.32%;;;
2020;Gregoire Barrere;8900;17431;-48.94%;;;
2020;Greta Arn;95;1682;-94.35%;;;
2020;Grigor Dimitrov;36134;27598;30.93%;;;
2020;Grigoriy Lomakin;15;(null);(null);;;
2020;Guido Pella;10410;44745;-76.73%;;;
2020;Guilherme Clezar;2993;2858;4.72%;;;
2020;Guillermina Naya;326;94;246.81%;;;
2020;Guillermo Garcia Lopez;886;12142;-92.70%;;;
2020;Guiomar Maristany Zuleta De Reales;675;1362;-50.44%;;;
2020;Gunawan Trismuwantara;0;(null);(null);;;
2020;Hailey Baptiste;1490;1782;-16.39%;;;
2020;Haine Ogata;7;25;-72.00%;;;
2020;Hala Fouad;0;0;(null);;;
2020;Haley Giavara;28;108;-74.07%;;;
2020;Hana El Deeb;0;(null);(null);;;
2020;Hania Abouelsaad;0;(null);(null);;;
2020;Hanna Chang;1597;1969;-18.89%;;;
2020;Hanna Vinahradava;0;(null);(null);;;
2020;Hannah Read;0;(null);(null);;;
2020;Harmony Tan;4283;5181;-17.33%;;;
2020;Harold Mayot;453;(null);(null);;;
2020;Harriet Dart;3613;3928;-8.02%;;;
2020;Harry Bourchier;953;831;14.68%;;;
2020;Haruka Kaji;535;2007;-73.34%;;;
2020;Heather Watson;7051;14616;-51.76%;;;
2020;Helena Narmont;0;0;(null);;;
2020;Helena Stevic;0;(null);(null);;;
2020;Helene Pellicano;73;(null);(null);;;
2020;Helene Scholsen;251;250;0.40%;;;
2020;Henri Laaksonen;7132;15483;-53.94%;;;
2020;Hernan Casanova;508;192;164.58%;;;
2020;Himeno Sakatsume;41;66;-37.88%;;;
2020;Hind Abdelouahid;0;(null);(null);;;
2020;Hiroki Moriya;876;5045;-82.64%;;;
2020;Ho Ching Wu;321;376;-14.63%;;;
2020;Holger Rune;82;9;811.11%;;;
2020;Hong Yi Cody Wong;11;0;(null);;;
2020;Honoka Kobayashi;20;40;-50.00%;;;
2020;Honoka Uchiyama;0;0;(null);;;
2020;Hubert Hurkacz;20310;32582;-37.66%;;;
2020;Hugo Dellien;3190;31194;-89.77%;;;
2020;Hugo Gaston;3019;558;441.04%;;;
2020;Hugo Grenier;3617;1135;218.68%;;;
2020;Hugo Nys;69;501;-86.23%;;;
2020;Hunter Reese;0;(null);(null);;;
2020;Hurricane Tyra Black;413;69;498.55%;;;
2020;Hx Izabella Tan;0;(null);(null);;;
2020;Hyeon Chung;383;6090;-93.71%;;;
2020;Iga Swiatek;12860;13672;-5.94%;;;
2020;Igor Sijsling;110;20;450.00%;;;
2020;Ilay Yoruk;10;45;-77.78%;;;
2020;Ilinca Dalina Amariei;0;0;(null);;;
2020;Illya Marchenko;3589;2882;24.53%;;;
2020;Ilya Ivashka;11816;12307;-3.99%;;;
2020;Indy De Vroome;2481;3624;-31.54%;;;
2020;Ines Ibbou;572;162;253.09%;;;
2020;Ines Murta;355;442;-19.68%;;;
2020;Ines Nicault;24;23;4.35%;;;
2020;Ines Oliveira;3;(null);(null);;;
