tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,tourney_spectators,tourney_revenue
2019-W-ITF-ITA-29A-2019,W15 Solarino,Carpet,32,15,327,2070,426343.82
2019-W-ITF-ITA-30A-2019,W15 Solarino,Carpet,32,15,35,1550,315418.95
2019-W-ITF-ITA-31A-2019,W25 Solarino,Carpet,32,25,39,3399,703420.77
2019-W-ITF-ITA-32A-2019,W25 Solarino,Carpet,32,25,354,3541,864737.07
2019-W-ITF-JPN-01A-2019,W60 Kyoto,Hard,32,60,5,4017,711448.45
2019-W-ITF-JPN-02A-2019,W25 Osaka,Hard,32,25,6,2058,383611.96
2019-W-ITF-JPN-03A-2019,W25 Yokohama,Hard,32,25,7,2857,547803.26
2019-W-ITF-JPN-04A-2019,W25 Nishi Tama,Hard,32,25,330,3044,512737.62
2019-W-ITF-JPN-05A-2019,W25 Kofu,Hard,32,25,8,2591,445146.77
2019-W-ITF-JPN-06A-2019,W25 Kofu,Hard,32,25,329,2990,548872.9
2019-W-ITF-JPN-07A-2019,W25 Kashiwa,Hard,32,25,304,3162,719877.49
2019-W-ITF-JPN-08A-2019,W25 Osaka,Hard,32,25,9,3157,696376.23
2019-W-ITF-JPN-09A-2019,W80 Gifu,Hard,32,80,12,3456,712362.6
2019-W-ITF-JPN-10A-2019,W60 Fukuoka,Carpet,32,60,13,4190,778267.91
2019-W-ITF-JPN-11A-2019,W60 Kurume,Carpet,32,60,14,3549,841712.02
2019-W-ITF-JPN-12A-2019,W25 Karuizawa,Carpet,32,25,15,4240,814414.3
2019-W-ITF-JPN-13A-2019,W25 Tsukuba,Hard,32,25,26,3060,528305.84
2019-W-ITF-JPN-14A-2019,W25 Nanao,Carpet,32,25,27,2719,511462.34
2019-W-ITF-JPN-15A-2019,W25 Kyoto,Hard,32,25,328,3019,612578.82
2019-W-ITF-JPN-16A-2019,W25 Makinohara,Carpet,32,25,31,2501,564141.34
2019-W-ITF-JPN-17A-2019,W25 Hamamatsu,Carpet,32,25,32,2717,614357.63
2019-W-ITF-JPN-18A-2019,W100 Tokyo,Hard,32,100,35,2215,355905.09
2019-W-ITF-KAZ-01A-2019,W15 Shymkent,Hard,32,15,4,4538,1176840.18
2019-W-ITF-KAZ-02A-2019,W15 Shymkent,Hard,32,15,5,3493,749889.71
2019-W-ITF-KAZ-03A-2019,W15 Shymkent,Clay,32,15,9,2693,610751.85
2019-W-ITF-KAZ-04A-2019,W15 Shymkent,Clay,32,15,10,3014,686787.85
2019-W-ITF-KAZ-05A-2019,W80 Nur Sultan,Hard,32,80,21,3456,853751.34
2019-W-ITF-KAZ-06A-2019,W25 Almaty,Hard,32,25,27,2442,548889.94
2019-W-ITF-KAZ-07A-2019,W15 Shymkent,Clay,32,15,303,2654,641921.35
2019-W-ITF-KAZ-08A-2019,W15 Shymkent,Clay,32,15,28,3396,794511.97
2019-W-ITF-KEN-03A-2019,W15 Nairobi,Hard,32,15,24,2949,488451.08
2019-W-ITF-KEN-04A-2019,W15 Nairobi,Hard,32,15,25,3374,661505.54
2019-W-ITF-KOR-01A-2019,W25 Changwon,Hard,32,25,14,2284,393106.64
2019-W-ITF-KOR-02A-2019,W25 Goyang,Hard,32,25,15,3782,742498.62
2019-W-ITF-KOR-03A-2019,W25 Incheon,Hard,32,25,16,3185,743088.29
2019-W-ITF-KOR-04A-2019,W25 Daegu,Hard,32,25,308,3515,793336.28
2019-W-ITF-KOR-05A-2019,W15 Gimcheon,Hard,32,15,17,4484,995189.96
2019-W-ITF-KOR-06A-2019,W15 Gimcheon,Hard,32,15,18,3324,638127.46
2019-W-ITF-KOR-07A-2019,W15 Yeongwol,Hard,32,15,27,3813,874353.02
2019-W-ITF-KOR-08A-2019,W15 Yeongwol,Hard,32,15,328,3614,804576.55
2019-W-ITF-LUX-01A-2019,W25 Petange,Hard,32,25,34,2862,681492.25
2019-W-ITF-MEX-02A-2019,W25 Irapuato,Hard,32,25,7,3772,777773.38
2019-W-ITF-MEX-03A-2019,W15 Cancun,Hard,32,15,330,3165,639160.53
2019-W-ITF-MEX-04A-2019,W15 Cancun,Hard,32,15,8,3372,611053.86
2019-W-ITF-MEX-05A-2019,W15 Cancun,Hard,32,15,329,3541,677692.41
2019-W-ITF-MEX-06A-2019,W15 Cancun,Hard,32,15,9,3009,665695.32
2019-W-ITF-MEX-07A-2019,W15 Cancun,Hard,32,15,10,2757,460549.88
2019-W-ITF-MEX-08A-2019,W15 Cancun,Hard,32,15,11,2154,459595.19
2019-W-ITF-MEX-09A-2019,W15 Cancun,Hard,31,15,13,2392,446941.34
2019-W-ITF-MEX-10A-2019,W15 Cancun,Hard,32,15,14,3861,823927.64
2019-W-ITF-MEX-11A-2019,W15 Cancun,Hard,32,15,15,3692,672754.57
2019-W-ITF-MEX-12A-2019,W15 Cancun,Hard,32,15,16,3403,501186.62
2019-W-ITF-MEX-13A-2019,W15 Cancun,Hard,32,15,308,3206,565368.14
2019-W-ITF-MEX-14A-2019,W15 Cancun,Hard,32,15,17,2916,557351.6
2019-W-ITF-MEX-15A-2019,W15 Cancun,Hard,32,15,19,2788,589811.84
2019-W-ITF-MEX-16A-2019,W15 Cancun,Hard,32,15,20,2671,484374.48
2019-W-ITF-MEX-17A-2019,W15 Cancun,Hard,32,15,326,3145,620603.39
2019-W-ITF-MEX-18A-2019,W15 Cancun,Hard,32,15,21,2941,780405.75
2019-W-ITF-MEX-19A-2019,W15 Cancun,Hard,32,15,22,2595,561807.83
2019-W-ITF-MEX-20A-2019,W15 Cancun,Hard,32,15,23,4522,819390.31
2019-W-ITF-MEX-21A-2019,W15 Cancun,Hard,32,15,25,2384,564058.76
2019-W-ITF-MEX-22A-2019,W15 Cancun,Hard,32,15,26,2702,493082.42
2019-W-ITF-MEX-23A-2019,W15 Cancun,Hard,32,15,27,3301,819835.54
2019-W-ITF-MEX-24A-2019,W15 Metepec,Hard,27,15,32,1827,302025.19
2019-W-ITF-MEX-25A-2019,W15 Metepec,Hard,29,15,33,4159,894220.3
2019-W-ITF-MEX-26A-2019,W15 Cancun,Hard,32,15,34,3983,694364.36
2019-W-ITF-MEX-27A-2019,W15 Cancun,Hard,32,15,327,2287,405177.98
2019-W-ITF-MEX-28A-2019,W15 Cancun,Hard,32,15,35,3365,618245.63
2019-W-ITF-MEX-29A-2019,W15 Cancun,Hard,32,15,39,3461,841928.64
2019-W-ITF-MEX-30A-2019,W15 Cancun,Hard,32,15,355,2814,592319.66
2019-W-ITF-MEX-31A-2019,W15 Cancun,Hard,32,15,356,3358,815616.85
2019-W-ITF-MNE-01A-2019,W25 Podgorica,Clay,32,25,28,3453,706715.49
2019-W-ITF-NED-01A-2019,W15 Alkmaar,Clay,32,15,19,2862,461347.72
2019-W-ITF-NED-02A-2019,W25 Den Haag,Clay,32,25,20,3612,748744.01
2019-W-ITF-NED-03A-2019,W15 Oldenzaal,Clay,32,15,25,2740,518059.68
2019-W-ITF-NED-04A-2019,W15 Haren,Clay,32,15,27,3743,757883.93
2019-W-ITF-NGR-01A-2019,W25 Lagos,Hard,32,25,31,2516,550248.53
2019-W-ITF-NGR-02A-2019,W25 Lagos,Hard,32,25,32,3639,679399.09
2019-W-ITF-NOR-01A-2019,W15 Sandelfjord,Clay,32,15,22,3235,587919.81
2019-W-ITF-NOR-02A-2019,W15 Oslo,Hard,32,15,33,3858,647238.55
2019-W-ITF-PAR-02A-2019,W60 Asuncion,Clay,32,60,34,2724,397241.94
2019-W-ITF-PER-01A-2019,W15 Lima,Clay,32,15,326,2982,633271.37
2019-W-ITF-PER-02A-2019,W15 Lima,Clay,32,15,21,2979,629277.17
2019-W-ITF-POL-01A-2019,W60 Torun,Clay,32,60,308,3628,614839.22
2019-W-ITF-POL-02A-2019,W60 Warsaw,Clay,32,60,24,2687,639257.36
2019-W-ITF-POL-03A-2019,W25 Bytom,Clay,32,25,22,3032,578603.28
2019-W-ITF-POL-04A-2019,W25 Grodzisk Mazowiecki,Clay,32,25,23,2996,488942.31
2019-W-ITF-POR-01A-2019,W25 Obidos,Carpet,32,25,304,2940,595305.11
2019-W-ITF-POR-02A-2019,W25 Obidos,Carpet,32,25,9,3156,652445.31
2019-W-ITF-POR-03A-2019,W25 Palmela,Hard,32,25,21,2833,573115.89
2019-W-ITF-POR-04A-2019,W25 Obidos,Carpet,32,25,13,2742,560563.56
2019-W-ITF-POR-05A-2019,W25 Obidos,Carpet,32,25,14,2991,546245.37
2019-W-ITF-POR-06A-2019,W15 Montemor O Novo,Hard,32,15,16,3406,622695.59
2019-W-ITF-POR-07A-2019,W15 Cantanhede,Carpet,32,15,15,3415,653993.2
2019-W-ITF-POR-08A-2019,W15 Amarante,Hard,32,15,17,2839,529737.27
2019-W-ITF-POR-09A-2019,W25 Figueira Da Foz,Hard,32,25,18,3025,578063.52
2019-W-ITF-POR-10A-2019,W25 Corroios Seixal,Hard,32,25,20,3152,500426.99
2019-W-ITF-POR-11A-2019,W60 Caldas da Rainha,Hard,32,60,29,3418,616767.8
2019-W-ITF-POR-12A-2019,W25 Porto,Hard,32,25,22,2881,663127.17
2019-W-ITF-POR-13A-2019,W15 Santarem,Hard,32,15,30,1793,354349.73
2019-W-ITF-POR-14A-2019,W15 Lousada,Hard,32,15,33,2331,517152.37
2019-W-ITF-POR-15A-2019,W15 Lousada,Hard,32,15,34,2956,659735.58
2019-W-ITF-ROU-02A-2019,W15 Bucharest,Clay,32,15,326,3002,658933.77
2019-W-ITF-ROU-03A-2019,W15 Curtea de Arges,Clay,32,15,328,2328,499853.77
2019-W-ITF-ROU-04A-2019,W15 Focsani,Clay,32,15,303,3274,567100.51
2019-W-ITF-ROU-05A-2019,W25 Arad,Clay,32,25,28,3338,873879.86
2019-W-ITF-RSA-01A-2019,W15 Johannesburg,Hard,32,15,29,2563,454172.04
2019-W-ITF-RSA-02A-2019,W15 Pretoria,Hard,32,15,30,3429,687591.89
2019-W-ITF-RUS-01A-2019,W25 Kazan,Hard,32,25,309,3270,546220.7
2019-W-ITF-RUS-01B-2019,W25 Penza,Hard,32,25,27,2642,516956.41
2019-W-ITF-RUS-02A-2019,W25 Moscow,Hard,32,25,6,4329,676236.03
2019-W-ITF-RUS-03A-2019,W25 Kazan,Hard,32,25,330,2087,456875.65
2019-W-ITF-RUS-04A-2019,W25 Khimki,Hard,32,25,12,4094,681727.75
2019-W-ITF-RUS-05A-2019,W25 Moscow,Clay,32,25,22,1452,289486.02
2019-W-ITF-RUS-06A-2019,W15 Moscow,Clay,32,15,25,2944,739392.96
2019-W-ITF-RUS-07A-2019,W15 Moscow,Clay,32,15,26,3176,734486.17
2019-W-ITF-SGP-01A-2019,W25 Singapore,Hard,32,25,2,3265,866034.08
2019-W-ITF-SGP-02A-2019,W25 Singapore,Hard,32,25,309,3512,696827.76
2019-W-ITF-SGP-03A-2019,W25 Singapore,Hard,32,25,14,2555,431380.06
2019-W-ITF-SGP-04A-2019,W25 Singapore,Hard,32,25,15,2977,467165.31
2019-W-ITF-SRB-01A-2019,W15 Prokuplje,Clay,32,15,20,3647,874716.56
2019-W-ITF-SRB-02A-2019,W15 Prokuplje,Clay,32,15,326,3852,735413.92
2019-W-ITF-SRB-03A-2019,W15 Vrnjacka Banja,Clay,32,15,27,3761,796936.48
2019-W-ITF-SUI-01A-2019,W25 Chiasso,Clay,32,25,11,3406,521061.47
2019-W-ITF-SUI-02A-2019,W25 Klosters,Clay,32,25,18,3337,807886.87
2019-W-ITF-SUI-03A-2019,W60 Montreux,Clay,32,60,328,2795,623346.45
2019-W-ITF-SUI-04A-2019,W25 Verbier,Clay,32,25,27,2250,433428.82
2019-W-ITF-SVK-01A-2019,W25 Trnava,Hard,32,25,3,3201,604133.8
2019-W-ITF-SVK-02A-2019,W25 Trnava,Hard,32,25,4,3459,822580.14
2019-W-ITF-SVK-03A-2019,W100 Trnava,Clay,32,100,14,3230,882151.62
2019-W-ITF-SWE-01A-2019,W15 Gothenburg,Clay,32,15,13,3053,727439.23
2019-W-ITF-SWE-02A-2019,W15 Varberg,Clay,32,15,14,3465,631331.26
2019-W-ITF-SWE-03A-2019,W25 Ystad,Clay,32,25,18,2654,509528.57
2019-W-ITF-SWE-04A-2019,W15 Stockholm,Hard,32,15,33,4188,828604.73
2019-W-ITF-SWE-05A-2019,W15 Stockholm,Hard,32,15,34,2326,420564.61
2019-W-ITF-THA-01A-2019,W25 Nonthaburi,Hard,32,25,15,3392,634833.83
2019-W-ITF-THA-02A-2019,W25 Nonthaburi,Hard,32,25,16,3326,689734.55
2019-W-ITF-THA-03A-2019,W25 Nonthaburi,Hard,32,25,22,3187,578561.9
2019-W-ITF-THA-04A-2019,W25 Nonthaburi,Hard,32,25,23,2382,535722.71
2019-W-ITF-THA-05A-2019,W15 Nonthaburi,Hard,32,15,354,1954,288808.79
2019-W-ITF-THA-06A-2019,W15 Nonthaburi,Hard,32,15,355,3639,905610.61
2019-W-ITF-THA-07A-2019,W15 Hua Hin,Hard,32,15,20,2533,504328.54
2019-W-ITF-THA-08A-2019,W15 Hua Hin,Hard,32,15,326,4785,824027.65
2019-W-ITF-THA-09A-2019,W15 Hua Hin,Hard,32,15,31,2820,636325.46
2019-W-ITF-THA-10A-2019,W15 Hua Hin,Hard,32,15,32,2904,550796.39
2019-W-ITF-THA-11A-2019,W25 Hua Hin,Hard,32,25,327,3006,549279.48
2019-W-ITF-THA-12A-2019,W25 Hua Hin,Hard,32,25,35,2655,486800.37
2019-W-ITF-TPE-01A-2019,W25 Taipei,Hard,32,25,23,3197,669536.12
2019-W-ITF-TTO-01A-2019,W15 Tacarigua,Hard,30,15,14,3628,717933.37
2019-W-ITF-TTO-02A-2019,W15 Tacarigua,Hard,32,15,15,2847,691672.07
2019-W-ITF-TUN-02A-2019,W15 Monastir,Hard,32,15,2,2199,469910.43
2019-W-ITF-TUN-03A-2019,W15 Monastir,Hard,32,15,309,2745,671253.14
2019-W-ITF-TUN-04A-2019,W15 Monastir,Hard,32,15,307,3177,661616.15
2019-W-ITF-TUN-05A-2019,W15 Monastir,Hard,32,15,3,3198,543021.49
2019-W-ITF-TUN-06A-2019,W15 Monastir,Hard,32,15,4,3230,589616.54
2019-W-ITF-TUN-07A-2019,W15 Monastir,Hard,32,15,5,2324,449600.87
2019-W-ITF-TUN-08A-2019,W15 Monastir,Hard,32,15,6,2573,574594.16
2019-W-ITF-TUN-09A-2019,W15 Tabarka,Clay,32,15,7,1655,314592.46
2019-W-ITF-TUN-10A-2019,W15 Tabarka,Clay,32,15,330,3523,674065.7
2019-W-ITF-TUN-11A-2019,W15 Tabarka,Clay,32,15,8,2911,556633.34
2019-W-ITF-TUN-12A-2019,W15 Tabarka,Clay,32,15,329,3134,640613.99
2019-W-ITF-TUN-13A-2019,W15 Tabarka,Clay,32,15,304,2917,533902.47
2019-W-ITF-TUN-15A-2019,W15 Tabarka,Clay,32,15,10,3625,675086.82
2019-W-ITF-TUN-16A-2019,W15 Tabarka,Clay,32,15,11,3389,618064.51
2019-W-ITF-TUN-17A-2019,W15 Tabarka,Clay,32,15,12,2712,504669.88
2019-W-ITF-TUN-18A-2019,W15 Tabarka,Clay,32,15,13,3751,848532.04
2019-W-ITF-TUN-19A-2019,W15 Tabarka,Clay,32,15,14,4966,966289.11
2019-W-ITF-TUN-21A-2019,W25 Tunis,Clay,32,25,9,3347,821750.79
2019-W-ITF-TUN-22A-2019,W15 Tabarka,Clay,32,15,16,3143,469988.73
2019-W-ITF-TUN-23A-2019,W15 Tabarka,Clay,32,15,308,4542,1003112.54
2019-W-ITF-TUN-24A-2019,W15 Tabarka,Clay,32,15,17,2012,422663.63
2019-W-ITF-TUN-25A-2019,W15 Tabarka,Clay,32,15,18,2836,519222.81
2019-W-ITF-TUN-26A-2019,W15 Tabarka,Clay,32,15,19,3077,598422.12
2019-W-ITF-TUN-27A-2019,W15 Tabarka,Clay,32,15,20,3737,644843.21
2019-W-ITF-TUN-28A-2019,W15 Tabarka,Clay,32,15,326,4379,1244891.71
2019-W-ITF-TUN-29A-2019,W15 Tabarka,Clay,32,15,21,2495,431852.47
2019-W-ITF-TUN-30A-2019,W15 Tabarka,Clay,32,15,22,2243,502262.93
2019-W-ITF-TUN-31A-2019,W15 Tabarka,Clay,32,15,23,3206,555033.75
2019-W-ITF-TUN-32A-2019,W15 Tabarka,Clay,32,15,24,3980,897477.53
2019-W-ITF-TUN-33A-2019,W15 Tabarka,Clay,32,15,25,3713,812759.63
2019-W-ITF-TUN-34A-2019,W15 Tabarka,Clay,32,15,26,3322,666684.19
2019-W-ITF-TUN-35A-2019,W15 Tabarka,Clay,32,15,27,2514,446421.11
2019-W-ITF-TUN-36A-2019,W15 Tabarka,Clay,32,15,328,2696,596800.82
2019-W-ITF-TUN-37A-2019,W15 Tabarka,Clay,32,15,303,3875,930773.11
2019-W-ITF-TUN-38A-2019,W15 Tabarka,Clay,32,15,28,4629,1073007.12
2019-W-ITF-TUN-39A-2019,W15 Tabarka,Clay,32,15,29,3727,911506.29
2019-W-ITF-TUN-40A-2019,W15 Tabarka,Clay,32,15,30,2910,581069.74
2019-W-ITF-TUN-41A-2019,W15 Tabarka,Clay,32,15,31,3309,556043.18
2019-W-ITF-TUN-42A-2019,W15 Tabarka,Clay,32,15,32,4075,860827.41
2019-W-ITF-TUN-43A-2019,W15 Tabarka,Clay,32,15,33,3251,526822.61
2019-W-ITF-TUN-44A-2019,W15 Tabarka,Clay,29,15,34,3634,808320.08
2019-W-ITF-TUN-45A-2019,W15 Monastir,Hard,32,15,327,3421,521283.35
2019-W-ITF-TUN-46A-2019,W15 Monastir,Hard,32,15,35,3328,619517.75
2019-W-ITF-TUN-47A-2019,W15 Monastir,Hard,32,15,39,3565,691498.32
2019-W-ITF-TUN-48A-2019,W15 Monastir,Hard,32,15,354,3084,606666.27
2019-W-ITF-TUN-49A-2019,W15 Monastir,Hard,32,15,355,3736,599869.59
2019-W-ITF-TUN-50A-2019,W15 Monastir,Hard,32,15,356,3540,571202.58
2019-W-ITF-TUN-51A-2019,W15 Monastir,Hard,32,15,305,2989,672019.39
2019-W-ITF-TUR-03A-2019,W15 Antalya,Clay,32,15,307,2103,450132.89
2019-W-ITF-TUR-04A-2019,W15 Antalya,Clay,32,15,3,3193,799600.58
2019-W-ITF-TUR-05A-2019,W15 Antalya,Clay,32,15,4,3143,640962.61
2019-W-ITF-TUR-06A-2019,W15 Antalya,Clay,32,15,5,2771,526603.07
2019-W-ITF-TUR-07A-2019,W15 Antalya,Clay,32,15,6,3149,523691.32
2019-W-ITF-TUR-08A-2019,W15 Antalya,Clay,32,15,304,3776,771248.32
2019-W-ITF-TUR-09A-2019,W15 Antalya,Clay,32,15,9,3815,787856.91
2019-W-ITF-TUR-10A-2019,W15 Antalya,Clay,32,15,10,3724,808951.7
2019-W-ITF-TUR-11A-2019,W15 Antalya,Clay,32,15,11,1977,346940.24
2019-W-ITF-TUR-12A-2019,W15 Antalya,Clay,32,15,12,3294,745540.27
2019-W-ITF-TUR-13A-2019,W15 Antalya,Clay,32,15,7,3166,648705.01
2019-W-ITF-TUR-14A-2019,W15 Antalya,Clay,32,15,330,2575,527965.22
2019-W-ITF-TUR-15A-2019,W15 Antalya,Clay,32,15,8,2573,711429.26
2019-W-ITF-TUR-16A-2019,W15 Antalya,Clay,32,15,329,3052,548451.36
2019-W-ITF-TUR-17A-2019,W60 Istanbul,Hard,32,60,9,2640,428973.15
2019-W-ITF-TUR-18A-2019,W15 Antalya,Clay,32,15,13,3712,581806.78
2019-W-ITF-TUR-19A-2019,W15 Antalya,Clay,32,15,14,4219,1048502.88
2019-W-ITF-TUR-21A-2019,W15 Antalya,Clay,32,15,15,2773,494431.25
2019-W-ITF-TUR-22A-2019,W15 Antalya,Hard,32,15,28,2768,533072.26
2019-W-ITF-TUR-23A-2019,W15 Antalya,Hard,32,15,29,2339,402732.31
2019-W-ITF-TUR-24A-2019,W15 Antalya,Hard,32,15,30,3340,656453.96
2019-W-ITF-TUR-25A-2019,W15 Antalya,Hard,32,15,31,3589,759043.46
2019-W-ITF-TUR-26A-2019,W15 Antalya,Hard,32,15,32,3524,875048.13
2019-W-ITF-TUR-27A-2019,W15 Antalya,Hard,32,15,33,5096,1028594.08
2019-W-ITF-TUR-28A-2019,W15 Antalya,Hard,32,15,34,3403,667989.0
2019-W-ITF-TUR-29A-2019,W25 Istanbul,Hard,32,25,33,3930,832799.82
2019-W-ITF-TUR-30A-2019,W15 Antalya,Hard,32,15,327,3478,636098.42
2019-W-ITF-TUR-31A-2019,W15 Antalya,Clay,32,15,35,4082,770582.38
2019-W-ITF-TUR-32A-2019,W15 Antalya,Hard,32,15,39,3752,761062.97
2019-W-ITF-TUR-33A-2019,W15 Antalya,Hard,32,15,354,3414,803403.14
2019-W-ITF-TUR-34A-2019,W15 Antalya,Hard,32,15,355,4503,764152.53
2019-W-ITF-TUR-35A-2019,W15 Antalya,Hard,32,15,356,2513,385500.42
2019-W-ITF-TUR-36A-2019,W15 Antalya,Hard,32,15,305,2278,577788.68
2019-W-ITF-UAE-01A-2019,W100+H Dubai,Hard,32,100,356,4082,839027.88
2019-W-ITF-UKR-01B-2019,W15 Chornomorsk,Clay,32,15,30,3381,682451.15
2019-W-ITF-UKR-02A-2019,W15 Bucha,Clay,32,15,328,2344,531858.84
2019-W-ITF-USA-01A-2019,W25 Daytona Beach FL,Clay,32,25,2,2305,405078.14
2019-W-ITF-USA-02A-2019,W25 Plantation FL,Clay,32,25,309,4656,1010051.95
2019-W-ITF-USA-03A-2019,W100 Midland MI,Hard,32,100,307,3926,906896.56
2019-W-ITF-USA-04A-2019,W25 Surprise AZ,Hard,32,25,4,2507,607187.49
2019-W-ITF-USA-05A-2019,W25 Rancho Santa Fe CA,Hard,32,25,5,2185,440342.4
2019-W-ITF-USA-06A-2019,W15 Carson CA,Hard,32,15,7,3154,686727.32
2019-W-ITF-USA-07A-2019,W15 Arcadia CA,Hard,32,15,330,2827,598117.6
2019-W-ITF-USA-08A-2019,W80 Palm Harbor FL,Clay,32,80,304,3640,719587.8
2019-W-ITF-USA-09A-2019,W25 Jackson MS,Clay,32,25,304,3506,767674.49
2019-W-ITF-USA-11A-2019,W25 Pelham AL,Clay,32,25,9,3846,687830.94
2019-W-ITF-USA-12A-2019,W80 Dothan AL,Clay,32,80,10,3030,529736.98
2019-W-ITF-USA-13A-2019,W80 Charlottesville VA,Clay,32,80,11,2876,599969.2
2019-W-ITF-USA-14A-2019,W25 Osprey FL,Clay,32,25,11,4313,928273.67
2019-W-ITF-USA-15A-2019,W100 Charleston SC,Clay,32,100,12,3314,917393.65
2019-W-ITF-USA-16A-2019,W100 Bonita Springs FL,Clay,32,100,13,2501,490047.44
2019-W-ITF-USA-16B-2019,W15 Williamsburg VA,Clay,32,15,13,3162,667904.23
2019-W-ITF-USA-16C-2019,W15 Naples FL,Clay,32,15,14,2882,609855.79
2019-W-ITF-USA-17A-2019,W25 Bethany Beach DE,Clay,32,25,308,4575,1020804.8
2019-W-ITF-USA-18A-2019,W25 Sumter SC,Hard,32,25,17,3945,633259.77
2019-W-ITF-USA-19A-2019,W15 Shreveport LA,Clay,32,15,19,1788,385626.77
2019-W-ITF-USA-20A-2019,W60 Honolulu HI,Hard,32,60,326,3346,827630.59
2019-W-ITF-USA-21A-2019,W60 Berkeley CA,Hard,32,60,21,3418,675345.35
2019-W-ITF-USA-22A-2019,W25 Evansville IN,Hard,32,25,22,2619,597757.06
2019-W-ITF-USA-23A-2019,W60 Ashland KY,Hard,32,60,22,2995,711425.98
2019-W-ITF-USA-24A-2019,W60 Lexington KY,Hard,32,60,23,4339,610751.6
2019-W-ITF-USA-25A-2019,W25 Fort Worth TX,Hard,32,25,23,4076,947852.36
2019-W-ITF-USA-26A-2019,W15 Wesley Chapel FL,Clay,32,15,17,3924,886499.24
2019-W-ITF-USA-27A-2019,W15 Orlando FL,Clay,32,15,18,3145,535798.86
2019-W-ITF-USA-28A-2019,W25 Denver CO,Hard,32,25,18,3155,794312.04
2019-W-ITF-USA-29A-2019,W60 Landisville PA,Hard,32,60,24,3199,708610.51
2019-W-ITF-USA-30A-2019,W25 Redding CA,Hard,32,25,303,3022,654060.46
2019-W-ITF-USA-31B-2019,W60 Concord MA,Hard,32,60,25,2889,399340.71
2019-W-ITF-USA-32A-2019,W60 Templeton CA,Hard,32,60,29,2966,481792.46
2019-W-ITF-USA-34A-2019,W15 Lawrence KS,Hard,32,15,303,3098,609144.77
2019-W-ITF-USA-35A-2019,W15 Lubbock TX,Hard,32,15,28,2844,681018.72
2019-W-ITF-USA-38B-2019,W15 Austin TX,Hard,32,15,33,4077,962836.88
2019-W-ITF-USA-39A-2019,W25 Hilton Head Island SC,Clay,32,25,31,4154,926529.94
2019-W-ITF-USA-40A-2019,W25 Florence SC,Hard,32,25,32,2608,577712.04
2019-W-ITF-USA-41A-2019,W80 Macon GA,Hard,32,80,33,2546,594451.15
2019-W-ITF-USA-42A-2019,W80 Tyler TX,Hard,32,80,34,2896,656000.19
2019-W-ITF-USA-43A-2019,W60 Las Vegas NV,Hard,32,60,327,3379,829192.33
2019-W-ITF-USA-44A-2019,W60 Charleston SC,Clay,32,60,30,3263,788840.74
2019-W-ITF-USA-46A-2019,W25 Tucson AZ,Hard,32,25,39,1777,382691.59
2019-W-ITF-USA-47A-2019,W15 Norman OK,Hard,32,15,30,2946,684295.65
2019-W-ITF-USA-47B-2019,W25 Orlando FL,Clay,32,25,35,3274,872943.23
2019-W-ITF-USA-48A-2019,W25 Claremont CA,Hard,32,25,31,3081,684773.35
2019-W-ITF-USA-48B-2019,W25 Naples FL,Clay,32,25,39,4658,1088989.38
2019-W-ITF-USA-49A-2019,W25 Waco TX,Hard,32,25,32,3007,604342.4
2019-W-ITF-USA-50A-2019,W25 Dallas TX,Hard,32,25,33,3085,657359.73
2019-W-ITF-USA-51A-2019,W25 Malibu CA,Hard,32,25,327,2082,385759.49
2019-W-ITF-USA-52A-2019,W15 Norman OK,Hard,32,15,355,2153,408919.72
2019-W-ITF-UZB-01A-2019,W25 Andijan,Hard,32,25,11,3229,736074.35
2019-W-ITF-UZB-02A-2019,W25 Namangan,Hard,32,25,12,3783,617464.9
2019-W-ITF-UZB-03A-2019,W25 Fergana,Hard,32,25,308,3008,604365.1
2019-W-ITF-EGY-19A-2019,W15 Cairo,Clay,32,15,354,3421,562590.47
2019-W-ITF-ITA-21A-2019,W25 Sezze,Clay,31,25,23,1691,285027.54
2019-W-ITF-TUR-01A-2019,W15 Antalya,Clay,31,15,2,2022,384165.86
2019-W-ITF-BOL-02A-2019,W15 La Paz,Clay,32,15,25,1386,272224.79
2019-W-ITF-GUA-01A-2019,W15 Guatemala,Hard,32,15,327,2524,483694.87
2019-W-ITF-PAR-01A-2019,W15 Lambare,Clay,32,15,26,3972,579834.12
2019-W-ITF-TUN-01A-2019,W15 Monastir,Hard,32,15,1,3424,721096.77
2019-W-ITF-TUN-20A-2019,W15 Tabarka,Clay,32,15,15,3717,688992.98
2019-W-ITF-TUR-02A-2019,W15 Antalya,Clay,32,15,309,2413,437399.04
2016-M-DC-2016-G1-AM-M-BAR-ECU-01,Davis Cup G1 R1: BAR vs ECU,Clay,4,D,358,275,54756.77
2016-M-DC-2016-G1-AM-M-CHI-DOM-01,Davis Cup G1 R1: CHI vs DOM,Clay,4,D,358,511,99666.92
2016-M-DC-2016-G1-EPA-M-HUN-ISR-01,Davis Cup G1 R1: HUN vs ISR,Clay,4,D,358,379,75683.89
2016-M-DC-2016-G1-AO-M-NZL-KOR-01,Davis Cup G1 R1: NZL vs KOR,Hard,4,D,358,273,52877.42
2016-M-DC-2016-G1-AO-M-PAK-CHN-01,Davis Cup G1 R1: PAK vs CHN,Clay,4,D,358,299,58978.57
